job_name,req_mem,req_cpus,req_gpus,req_duration,actual_duration,submission_time,start_time,end_time,ran_on
job399,4000000,1,0,345600,3963,1609539251,1609553213,1609557176,computeNode5
job404,4000000,1,0,345600,3784,1609539254,1609553476,1609557260,bigMemNode1
job397,4000000,1,0,345600,4122,1609539250,1609553211,1609557333,computeNode5
job396,4000000,1,0,345600,4133,1609539249,1609553207,1609557340,computeNode5
job306,70000000,16,0,10800,4787,1609519430,1609552566,1609557353,computeNode3
job394,4000000,1,0,345600,4165,1609539248,1609553203,1609557368,computeNode4
job414,4000000,1,0,345600,1827,1609539262,1609555555,1609557382,computeNode1
job395,4000000,1,0,345600,4873,1609539248,1609552797,1609557670,computeNode4
job420,4000000,1,0,345600,2091,1609539266,1609556189,1609558280,bigMemNode1
job426,4000000,1,0,345600,1703,1609539270,1609556810,1609558513,computeNode1
job413,4000000,1,0,345600,4990,1609539261,1609553560,1609558550,bigMemNode1
job412,4000000,1,0,345600,4990,1609539260,1609553560,1609558550,bigMemNode1
job416,4000000,1,0,345600,3289,1609539263,1609555753,1609559042,bigMemNode1
job432,4000000,1,0,345600,2245,1609539275,1609556948,1609559193,gpuNode1
job422,4000000,1,0,345600,3230,1609539267,1609556392,1609559622,bigMemNode1
job421,4000000,1,0,345600,3222,1609539267,1609556514,1609559736,bigMemNode1
job419,4000000,1,0,345600,3626,1609539265,1609556152,1609559778,bigMemNode1
job439,4000000,1,0,345600,2121,1609539280,1609557670,1609559791,computeNode4
job418,4000000,1,0,345600,3942,1609539264,1609555921,1609559863,bigMemNode1
job424,4000000,1,0,345600,3204,1609539269,1609556735,1609559939,bigMemNode1
job429,4000000,1,0,345600,3193,1609539273,1609556810,1609560003,computeNode1
job431,4000000,1,0,345600,2940,1609539275,1609557063,1609560003,bigMemNode1
job428,4000000,1,0,345600,3174,1609539273,1609556841,1609560015,computeNode1
job435,4000000,1,0,345600,2974,1609539277,1609557260,1609560234,bigMemNode1
job441,4000000,1,0,345600,2093,1609539281,1609558280,1609560373,bigMemNode1
job423,4000000,1,0,345600,3828,1609539268,1609556569,1609560397,computeNode5
job437,4000000,1,0,345600,3024,1609539279,1609557382,1609560406,computeNode1
job458,4000000,1,0,3600,54,1609541512,1609560406,1609560460,computeNode1
job438,4000000,1,0,345600,3147,1609539279,1609557368,1609560515,computeNode4
job459,4000000,1,0,3600,122,1609541877,1609560460,1609560582,computeNode1
job436,4000000,1,0,345600,3301,1609539278,1609557340,1609560641,computeNode5
